estado,municipio,clave_marco_geoestadistico,url_consulta
Ciudad de México,La Magdalena Contreras,09008,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=466014.586039977,2124433.41446483,478293.427518407,2138227.51903483&edoMun=09008"
Ciudad de México,Milpa Alta,09009,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=482818.385058659,2106172.73640087,505004.549561185,2126023.47451101&edoMun=09009"
Ciudad de México,Álvaro Obregón,09010,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=465909.145298968,2126597.32356675,481971.962428272,2145510.68134022&edoMun=09010"
Ciudad de México,Tláhuac,09011,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=492750.435016342,2124128.37853705,506270.742275764,2137025.78975384&edoMun=09011"
Ciudad de México,Tlalpan,09012,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=466732.426040028,2110747.00250476,489397.183797891,2135382.40713475&edoMun=09012"
Ciudad de México,Xochimilco,09013,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=483764.807265136,2117713.44362835,499259.969592627,2136285.11774425&edoMun=09013"
Ciudad de México,Benito Juárez,09014,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=479820.700473359,2140331.57655691,486251.91408725,2145542.36258327&edoMun=09014"
Ciudad de México,Cuauhtémoc,09015,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=480648.803563748,2145074.60943123,487170.341872771,2152375.75651494&edoMun=09015"
Ciudad de México,Miguel Hidalgo,09016,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=472734.335971342,2143554.14714369,482818.538739986,2153213.17808762&edoMun=09016"
Ciudad de México,Venustiano Carranza,09017,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=486539.909021302,2145571.73482086,495123.800667706,2151703.28994858&edoMun=09017"
Durango,Durango,10005,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=441504.533593543,2587640.33606714,591036.940061409,2701537.61811522&edoMun=10005"
Durango,Gómez Palacio,10007,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=631573.033675962,2824901.84172934,668446.136682469,2864359.64170183&edoMun=10007"
México,Acambay de Ruíz Castañeda,15001,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=387221.063276933,2194192.95589092,426830.479013387,2220208.73050838&edoMun=15001"
México,Acolman,15002,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=500290.454654795,2165372.89175789,516690.423438914,2177210.52757274&edoMun=15002"
México,Atenco,15011,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=498473.212350174,2155086.39462531,511245.06808467,2166837.11464826&edoMun=15011"
México,Atizapán de Zaragoza,15013,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=462814.505417583,2157946.18222917,477813.864398149,2168583.61791686&edoMun=15013"
México,Atlacomulco,15014,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=397917.285339045,2181850.65151117,426192.062706098,2200745.24181807&edoMun=15014"
México,Coacalco de Berriozábal,15020,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=486493.658100407,2165949.16020041,492403.314181023,2174306.72533367&edoMun=15020"
México,Cuautitlán,15024,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=479020.453986276,2172034.29411922,487636.152080773,2185660.25333551&edoMun=15024"
México,Chiautla,15028,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=509341.583117143,2160131.3937562,514524.298651855,2167776.49641652&edoMun=15028"
México,Chiconcuac,15030,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=509304.957927442,2160142.76883315,512679.10956557,2163982.69918741&edoMun=15030"
México,Chimalhuacán,15031,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=500988.214687661,2142120.87017718,511021.945279837,2152124.46037941&edoMun=15031"
México,Ecatepec de Morelos,15033,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=487554.188068641,2154449.72143253,502540.489335485,2173763.58275386&edoMun=15033"
México,Ixtlahuaca,15042,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=403813.551163302,2152925.16238532,428871.630210003,2182250.33268608&edoMun=15042"
México,Jaltenco,15044,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=489045.171803478,2173549.63052033,493438.334928379,2185374.97520247&edoMun=15044"
México,Jocotitlán,15048,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=393490.787306607,2169078.07538086,431024.386783694,2191397.561828&edoMun=15048"
México,Lerma,15051,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=439878.665673536,2125484.93161669,459908.68223387,2148525.60434847&edoMun=15051"
México,Melchor Ocampo,15053,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=483260.681987452,2177171.15425506,488879.12567792,2181210.56823787&edoMun=15053"
México,Naucalpan de Juárez,15057,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=456526.840491372,2146468.38025973,478302.40336302,2160231.13257026&edoMun=15057"
México,Nezahualcóyotl,15058,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=492859.717717422,2141350.00282996,503580.884055164,2156018.06866118&edoMun=15058"
México,Nicolás Romero,15060,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=443990.140741147,2163195.81055283,472110.923095587,2178916.0054787&edoMun=15060"
México,Papalotla,15069,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=513298.302924725,2161651.71629678,516116.92315021,2163694.18183074&edoMun=15069"
México,La Paz,15070,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=500571.761394641,2137681.0219095,510704.720394979,2144476.51170678&edoMun=15070"
México,San Martín de las Pirámides,15075,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=511444.082218419,2169243.28312414,524997.061350876,2186355.9732593&edoMun=15075"
México,Temascalcingo,15085,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=378644.922187162,2190532.21910253,406842.135211856,2217865.18223438&edoMun=15085"
México,Teoloyucan,15091,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=477308.522987293,2180548.87404894,485496.065964283,2188869.72118394&edoMun=15091"
México,Teotihuacán,15092,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=506538.413793218,2170687.92209756,520260.076636992,2184415.04839033&edoMun=15092"
México,Tepetlaoxtoc,15093,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=513441.341427639,2152054.5979501,536357.233904023,2171192.50508431&edoMun=15093"
México,Texcoco,15099,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=496965.473758176,2144516.44685278,538320.804490641,2162496.02337308&edoMun=15099"
México,Tezoyuca,15100,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=502859.231201741,2164667.25247618,510508.581768003,2168515.94993153&edoMun=15100"
México,Tlalnepantla de Baz,15104,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=473822.543120102,2155867.80925259,491587.828533004,2166730.59530628&edoMun=15104"
México,Toluca,15106,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=417689.168330252,2108628.27925388,444524.148543814,2155377.05522657&edoMun=15106"
México,Tultepec,15108,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=484243.361130075,2172291.6546098,492086.220316023,2179481.56442396&edoMun=15108"
México,Tultitlán,15109,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=479727.758080852,2164169.8215219,492823.206832389,2177132.28816672&edoMun=15109"
México,Villa del Carbón,15112,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=431852.783796031,2168881.87476366,460925.166436878,2197691.84564556&edoMun=15112"
México,Cuautitlán Izcalli,15121,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=469620.592145711,2165659.00970639,481660.047943443,2181586.10388174&edoMun=15121"
México,Valle de Chalco Solidaridad,15122,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=502466.810405415,2125718.61958363,509407.525528828,2138470.89315237&edoMun=15122"
Quintana Roo,Cozumel,23001,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=462048.873805419,2241577.57888601,528765.49949265,2277650.58643196&edoMun=23001"
Quintana Roo,Isla Mujeres,23003,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=489017.344574251,2344446.98574952,529974.273985434,2389190.73351411&edoMun=23003"
Quintana Roo,Othón P. Blanco,23004,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=266130.84603419,1979841.28870702,474183.920500998,2098685.70613579&edoMun=23004"
Quintana Roo,Benito Juárez,23005,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=489897.660769312,2314570.77719015,526926.222283574,2346203.28324054&edoMun=23005"
Quintana Roo,José María Morelos,23006,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=258551.983975957,2126492.57732736,354614.541882202,2233124.92470657&edoMun=23006"
Quintana Roo,Lázaro Cárdenas,23007,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=422503.881693889,2277260.72121003,489944.180945586,2389096.80803539&edoMun=23007"
Quintana Roo,Solidaridad,23008,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=399517.436928354,2251266.45910726,508248.189026701,2301350.51607786&edoMun=23008"
Quintana Roo,Tulum,23009,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=395761.230011269,2187134.59578854,468425.453246946,2268622.73355838&edoMun=23009"
Quintana Roo,Bacalar,23010,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32616&LAYERS=lotificacion&BBOX=273317.043031886,2060814.99240693,442263.893017755,2126486.8748591&edoMun=23010"
Sinaloa,Ahome,25001,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32612&LAYERS=lotificacion&BBOX=656086.924727107,2815063.22031704,723650.660360054,2922202.4284735&edoMun=25001"
Sinaloa,Angostura,25002,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32612&LAYERS=lotificacion&BBOX=764271.7659271,2743685.23369633,812260.073169364,2818474.36339874&edoMun=25002"
Sinaloa,Culiacán,25006,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=212854.96508602,2660949.88422962,311584.650847966,2796821.21555399&edoMun=25006"
Sinaloa,Elota,25008,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=279348.791480822,2630925.30174335,337133.569712691,2686958.36209962&edoMun=25008"
Sinaloa,Escuinapa,25009,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=397323.075537657,2484875.35378088,455446.306169236,2539430.71567693&edoMun=25009"
Sinaloa,El Fuerte,25010,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32612&LAYERS=lotificacion&BBOX=696220.659054223,2856839.14946758,772678.46089136,2951483.03895619&edoMun=25010"
Sinaloa,Guasave,25011,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32612&LAYERS=lotificacion&BBOX=698865.464537569,2786923.249583,782829.651789438,2859989.46982716&edoMun=25011"
Sinaloa,Mazatlán,25012,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=334215.400437646,2552014.0234737,405856.01021681,2642483.91467691&edoMun=25012"
Sinaloa,Mocorito,25013,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=192047.301107629,2759103.79664386,248155.659225997,2857301.94521744&edoMun=25013"
Sinaloa,Rosario,25014,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=370765.517082641,2523105.9141293,459914.42794568,2584371.24479234&edoMun=25014"
Sinaloa,Salvador Alvarado,25015,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32612&LAYERS=lotificacion&BBOX=771474.399604873,2784018.56265126,814504.261581114,2836620.01790753&edoMun=25015"
Sinaloa,Navolato,25018,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32613&LAYERS=lotificacion&BBOX=188470.93695784,2703887.43010681,252498.889555848,2770881.73155634&edoMun=25018"
Tlaxcala,Amaxac de Guerrero,29001,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=580357.362275223,2138453.63934137,589308.597256526,2143757.1692795&edoMun=29001"
Tlaxcala,Apetatitlán de Antonio Carvajal,29002,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=582082.73655199,2136838.44623374,586748.83936042,2142774.60889685&edoMun=29002"
Tlaxcala,Atltzayanca,29004,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=616733.239885709,2137284.30883042,636017.365222963,2156486.57778207&edoMun=29004"
Tlaxcala,Apizaco,29005,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=586133.33579084,2142259.53091364,598756.135010342,2154233.20881401&edoMun=29005"
Tlaxcala,Calpulalpan,29006,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=530605.181802002,2152118.2652739,559138.839429128,2171866.25926951&edoMun=29006"
Tlaxcala,Chiautempan,29010,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=582115.10865605,2128640.19749301,600401.485055904,2137521.52256773&edoMun=29010"
Tlaxcala,Hueyotlipan,29014,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=560928.942815274,2142542.75267281,575923.5524744,2165547.00551777&edoMun=29014"
Tlaxcala,Ixtacuixtla de Mariano Matamoros,29015,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=553873.97842461,2130806.18944365,573486.558426245,2147827.17992343&edoMun=29015"
Tlaxcala,Ixtenco,29016,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=606705.588756337,2126318.54489264,620405.494301412,2133505.31339333&edoMun=29016"
Tlaxcala,Mazatecochco de José María Morelos,29017,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=584668.161292793,2120124.79484007,591581.355489309,2124541.79073417&edoMun=29017"
Tlaxcala,Tenancingo,29027,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=581551.497960581,2115691.34396739,588854.952018263,2119654.86137057&edoMun=29027"
Tlaxcala,Tlaxcala,29033,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=574143.509895159,2129892.70548087,584643.547581786,2142349.40431392&edoMun=29033"
Tlaxcala,Totolac,29036,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=574621.288954952,2136009.63432343,581595.671764262,2140723.47760046&edoMun=29036"
Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,29037,"http://www.ide-sedatu.mx/lotificacion?SERVICE=WMS&VERSION=1.1.1&REQUEST=GETMAP&FORMAT=image/png&TRANSPARENT=TRUE&SRS=EPSG:32614&LAYERS=lotificacion&BBOX=605379.564546255,2119300.03211896,620755.096149721,2129326.08750256&edoMun=29037"
